"","x","name","season","team.x","gp.x","w","l","min.x","dist_feet","dist_miles","dist_miles_off","dist_miles_def","avg_speed","avg_speed_off","avg_speed_def","rk","salary_current","salary_next","contract_year","team.y","age","gp.y","min.y","box_outs","off_box_outs","def_box_outs","team_reb_on_box_outs","player_reb_on_box_outs","x_box_outs_off","x_box_outs_def","x_team_reb_when_box_out","x_player_reb_when_box_out"
"1155",1155,"Maurice_Harkless","2017","POR",77,38,39,28.9,11093.8,2.1,1.11,0.99,4.38,4.62,4.14,118,8988764,9662921,0,"POR",25,59,21.4,2,0.4,1.5,0.8,0.3,22.4,77.6,84.5,29.3
"1156",1156,"Maurice_Harkless","2018","POR",59,36,23,21.4,8204.9,1.55,0.84,0.72,4.39,4.56,4.21,120,10162922,10837079,0,"POR",26,60,23.6,1.2,0.2,1,0.6,0.2,17.8,82.2,88.1,26.2
"1157",1157,"Maurice_Harkless","2019","POR",60,37,23,23.6,9447.4,1.79,0.96,0.83,4.25,4.41,4.08,125,10837079,11511234,0,"NYK",27,62,23,0.9,0.1,0.8,0.6,0.3,13.6,86.4,92.9,38.1
"1162",1162,"Maxi_Kleber","2018","DAL",72,20,52,16.8,6238.6,1.18,0.63,0.55,4.25,4.38,4.1,456,815615,1378242,0,"DAL",27,71,21.2,4.3,0.6,3.8,2.2,0.8,12.8,87.2,88.6,30.9
"1163",1163,"Maxi_Kleber","2019","DAL",71,30,41,21.2,8300,1.57,0.88,0.7,4.14,4.49,3.77,431,1378242,0,1,"DAL",28,66,25.7,3.7,0.3,3.4,2.2,0.7,7,93,91.7,28
"1166",1166,"Meyers_Leonard","2017","POR",74,37,37,16.5,5597.9,1.06,0.57,0.49,3.86,4.05,3.66,115,9213484,9904495,0,"POR",26,33,7.7,3.1,0.4,2.7,1.4,0.5,12.9,87.1,85.5,30.9
"1167",1167,"Meyers_Leonard","2018","POR",33,17,16,7.7,2805.2,0.53,0.29,0.24,4.13,4.27,3.96,124,9904495,10595506,0,"POR",27,61,14.4,4.5,0.5,4,2.5,0.7,10.2,89.8,92,27.6
"1168",1168,"Meyers_Leonard","2019","POR",61,35,26,14.4,5274.1,1,0.54,0.45,3.89,3.98,3.78,127,10595506,11286515,0,"MIA",28,49,20.1,4.5,0.5,4,2.6,0.9,10.1,89.9,87,30.8
"1171",1171,"Michael_Beasley","2017","MIL",56,23,33,16.7,6296.5,1.19,0.61,0.58,4.32,4.56,4.08,356,1403611,0,1,"NYK",29,74,22.3,1.9,0.4,1.4,1,0.4,22.6,77.4,88.8,35
"1172",1172,"Michael_Beasley","2018","NYK",73,23,50,22.1,8163.4,1.55,0.83,0.72,4.24,4.48,3.99,301,2116955,0,1,"LAL",30,26,10.7,0.5,0,0.5,0.2,0.1,7.1,92.9,100,66.7
"1174",1174,"Michael_CarterWilliams","2017","CHI",45,25,20,18.8,7276.2,1.38,0.75,0.63,4.41,4.7,4.1,250,3183526,0,1,"CHA",26,52,16.1,0.6,0.1,0.5,0.3,0.1,13.8,86.2,94.7,21.1
"1175",1175,"Michael_CarterWilliams","2018","CHA",52,23,29,16.1,6433.3,1.22,0.66,0.55,4.58,4.81,4.32,263,2700000,0,1,"ORL",27,28,13.3,0.5,0,0.5,0.3,0.1,0,100,100,33.3
"1176",1176,"Michael_CarterWilliams","2019","ORL",28,17,11,13.3,5619.3,1.06,0.58,0.49,4.46,4.87,4.05,357,1757429,0,1,"ORL",28,42,18.4,0.5,0.1,0.4,0.4,0.1,15,85,100,13.3
"1179",1179,"Michael_KiddGilchrist","2017","CHA",81,36,45,29,11535.1,2.18,1.14,1.05,4.53,4.67,4.38,71,1.3e+07,1.3e+07,0,"CHA",24,74,25,1.9,0.3,1.5,1.1,0.2,18.1,81.9,83,12.8
"1180",1180,"Michael_KiddGilchrist","2018","CHA",74,34,40,25,9955,1.89,0.97,0.92,4.53,4.62,4.43,89,1.3e+07,1.3e+07,0,"CHA",25,64,18.4,4.4,0.5,4,2.3,0.5,10.9,89.1,85.7,20.2
"1181",1181,"Michael_KiddGilchrist","2019","CHA",64,29,35,18.4,7579,1.44,0.76,0.68,4.35,4.61,4.1,98,1.3e+07,1.3e+07,0,"DAL",26,21,11,1.5,0.1,1.4,1.1,0.4,9.4,90.6,95.7,39.1
"1184",1184,"Mikal_Bridges","2019","PHX",82,19,63,29.5,12012.3,2.28,1.2,1.08,4.32,4.57,4.07,244,3552960,4161000,0,"PHX",23,65,27.3,1.5,0.1,1.5,0.7,0.2,3,97,94,22
"1186",1186,"Mike_Conley","2017","MEM",69,35,34,33.2,12298,2.33,1.31,1.02,4.22,4.57,3.84,4,26540100,28530608,0,"MEM",30,12,31.1,1.2,0.1,1.1,0.5,0.1,7.1,92.9,85.7,14.3
"1187",1187,"Mike_Conley","2018","MEM",12,7,5,31.1,11631.1,2.2,1.21,0.99,4.25,4.64,3.87,7,28530608,30521115,0,"MEM",31,70,33.5,0.7,0,0.7,0.5,0.1,0,100,97.1,14.7
"1188",1188,"Mike_Conley","2019","MEM",70,30,40,33.5,13604.3,2.58,1.47,1.11,4.31,4.72,3.87,9,30521116,32511623,0,"UTA",32,41,28.6,0.6,0,0.6,0.4,0.1,0,100,94.1,17.6
"1192",1192,"Mike_Muscala","2017","ATL",70,36,34,17.7,6979.4,1.32,0.71,0.61,4.5,4.93,4.09,412,1015696,0,1,"ATL",26,53,20,6.4,0.9,5.5,2.8,0.8,13.6,86.4,87.7,24.6
"1193",1193,"Mike_Muscala","2018","ATL",53,14,39,20,8108.6,1.54,0.84,0.69,4.63,5.02,4.23,199,5e+06,5e+06,0,"LAL",27,64,20.4,5.1,0.4,4.7,2.2,0.5,8.6,91.4,89.2,19
"1194",1194,"Mike_Muscala","2019","LAL",63,35,28,20.4,8663.5,1.64,0.9,0.74,4.49,4.94,4.05,214,5e+06,0,1,"OKC",28,41,12,2.4,0.1,2.3,1.3,0.4,6,94,91.5,27.1
"1196",1196,"Mike_Scott","2017","ATL",18,7,11,10.8,4149.9,0.79,0.41,0.37,4.35,4.71,4.01,243,3333334,0,1,"WAS",29,76,18.5,5.1,0.8,4.3,2.5,0.7,16.3,83.7,85.3,25.2
"1197",1197,"Mike_Scott","2018","WAS",76,39,37,18.5,7124.5,1.35,0.73,0.61,4.42,4.79,4.04,329,1709538,0,1,"PHI",30,79,17.7,3.6,0.3,3.3,1.6,0.5,8.7,91.3,88.4,28.1
"1198",1198,"Mike_Scott","2019","PHI",79,44,35,17.7,7201.3,1.36,0.73,0.63,4.3,4.64,3.96,228,4320500,0,1,"PHI",31,63,17.8,2.3,0.3,2,1.3,0.6,13.7,86.3,88.9,43.3
"1201",1201,"Miles_Bridges","2019","CHA",80,38,42,21.2,8699.3,1.65,0.88,0.76,4.39,4.71,4.07,262,3206640,3755400,0,"CHA",22,65,30.7,1.2,0.1,1.1,0.7,0.2,5.3,94.7,93.6,29.8
"1203",1203,"Miles_Plumlee","2017","CHA",45,19,26,10.8,4052.8,0.77,0.39,0.37,4.29,4.49,4.11,76,12500000,12500000,0,"ATL",29,55,16.7,5.9,0.7,5.2,3,0.7,12.3,87.7,87.3,20.6
"1204",1204,"Miles_Plumlee","2018","ATL",55,19,36,16.7,6513,1.23,0.69,0.55,4.48,4.88,4.05,94,12500000,12500000,0,"ATL",30,18,9.6,3.1,0.2,2.9,1.2,0.3,5.5,94.5,91.3,21.7
"1206",1206,"Milos_Teodosic","2018","LAC",45,29,16,25.2,9560.2,1.81,0.97,0.84,4.32,4.75,3.91,177,6e+06,6300000,0,"LAC",32,15,10,0.3,0,0.3,0.3,0.1,0,100,100,20
"1209",1209,"Mindaugas_Kuzminskas","2017","NYK",68,24,44,14.9,5901.1,1.12,0.61,0.51,4.49,4.9,4.08,263,2898000,3028410,0,"NYK",28,1,1.9,0,0,0,0,0,0,0,0,0
"1211",1211,"Mirza_Teletovic","2017","MIL",70,36,34,16.2,5995.7,1.14,0.61,0.53,4.23,4.61,3.87,102,10500000,10500000,0,"MIL",32,10,15.9,1.8,0.3,1.5,0.4,0,16.7,83.3,66.7,0
"1213",1213,"Mitchell_Robinson","2019","NYK",65,16,49,20.8,8153.1,1.54,0.81,0.74,4.18,4.35,4.02,414,1485440,1559712,0,"NYK",22,61,23.2,4.4,0.6,3.8,2.4,1.1,13.5,86.5,90.8,41.1
"1217",1217,"Monte_Morris","2019","DEN",82,54,28,24,9701.6,1.84,1.02,0.82,4.29,4.7,3.86,439,1349383,1588231,0,"DEN",24,65,21.6,0.5,0,0.5,0.3,0,0,100,76.2,9.5
"1219",1219,"Montrezl_Harrell","2017","HOU",58,39,19,18.3,6685.7,1.27,0.66,0.6,4.14,4.48,3.83,414,1e+06,1100000,0,"LAC",24,76,17,5,0.8,4.2,2.5,0.8,16.1,83.9,83.6,26.3
"1220",1220,"Montrezl_Harrell","2018","LAC",76,39,37,17,6225.3,1.18,0.61,0.57,4.16,4.49,3.87,366,1471382,0,1,"LAC",25,82,26.3,7,0.6,6.3,3.6,1.2,9.1,90.9,90.1,30.1
"1221",1221,"Montrezl_Harrell","2019","LAC",82,48,34,26.3,9836.4,1.86,0.99,0.88,3.93,4.21,3.64,190,6e+06,6e+06,0,"LAC",26,63,27.8,5.8,0.4,5.3,3.3,1.1,7.2,92.8,91.7,30.7
"1223",1223,"Moritz_Wagner","2019","LAL",43,15,28,10.4,4134.3,0.78,0.43,0.35,4.23,4.72,3.73,354,1762080,2063520,0,"WAS",23,37,19.1,3.4,0.3,3.1,1.7,0.8,7.9,92.1,85.3,37.3
"1227",1227,"Myles_Turner","2017","IND",80,42,38,31.5,11526.8,2.18,1.15,1.03,4.16,4.5,3.85,283,2463840,2569920,0,"IND",22,65,28.2,8.6,0.8,7.8,4.8,1.3,8.9,91.1,86.1,22.8
"1228",1228,"Myles_Turner","2018","IND",65,39,26,28.3,10632,2.01,1.08,0.94,4.29,4.62,3.97,267,2569920,3410284,0,"IND",23,74,28.6,6.6,0.5,6,3.5,1.3,7.8,92.2,88.3,31.5
"1229",1229,"Myles_Turner","2019","IND",74,43,31,28.6,10939.4,2.07,1.12,0.95,4.07,4.37,3.77,252,3410284,1.8e+07,0,"IND",24,55,29.6,3,0.2,2.9,1.8,0.6,5.4,94.6,90.2,27.7
"1233",1233,"Nemanja_Bjelica","2017","MIN",65,28,37,18.3,6821.8,1.29,0.69,0.6,4.25,4.53,3.96,228,3800000,3949999,0,"MIN",30,67,20.5,1.9,0.3,1.6,1.1,0.4,16.9,83.1,82.8,27.6
"1234",1234,"Nemanja_Bjelica","2018","MIN",67,38,29,20.5,7826.3,1.48,0.79,0.69,4.35,4.53,4.17,222,3949999,0,1,"SAC",31,77,23.2,2.5,0.4,2.1,1.1,0.5,16,84,89.6,36.5
"1235",1235,"Nemanja_Bjelica","2019","SAC",77,38,39,23.2,9200.5,1.74,0.91,0.83,4.24,4.64,3.87,182,6500000,6825000,0,"SAC",32,64,28.5,2,0.2,1.8,1.1,0.5,11.7,88.3,89.7,43.6
"1237",1237,"Nerlens_Noel","2017","DAL",51,24,27,20.5,7452.8,1.41,0.75,0.66,4.14,4.35,3.91,209,4384490,0,1,"DAL",24,30,15.7,3.8,0.5,3.3,2,1,13,87,92.4,45.5
"1238",1238,"Nerlens_Noel","2019","OKC",76,47,29,13.7,5574.3,1.06,0.54,0.52,4.24,4.52,4,355,1757429,1988119,0,"OKC",26,55,18.4,2.9,0.2,2.6,1.4,0.6,8.3,91.7,87.1,38.8
"1240",1240,"Nick_Collison","2017","OKC",20,10,10,6.4,2428.2,0.46,0.25,0.21,4.34,4.86,3.83,229,3750000,0,1,"OKC",37,15,5,2.4,0.5,1.9,1.3,0.5,22.2,77.8,73.1,26.9
"1242",1242,"Nick_Young","2017","LAL",60,19,41,25.9,9284.3,1.76,0.92,0.83,4.08,4.31,3.85,182,5443918,5668667,0,"GSW",33,80,17.4,1.3,0.1,1.2,0.8,0.1,6.7,93.3,82.2,13.7
"1243",1243,"Nick_Young","2018","GSW",80,56,24,17.4,6278.7,1.19,0.63,0.56,4.13,4.42,3.85,195,5192000,0,1,"DEN",34,4,9.3,0.3,0,0.3,0.3,0,0,100,100,0
"1245",1245,"Nicolas_Batum","2017","CHA",77,35,42,34,13040.6,2.47,1.33,1.14,4.37,4.68,4.04,26,20869566,22434783,0,"CHA",29,64,31,0.8,0.1,0.6,0.5,0.1,18,82,88.6,25.7
"1246",1246,"Nicolas_Batum","2018","CHA",64,27,37,30.9,11941.6,2.26,1.2,1.06,4.4,4.65,4.14,35,22434783,2.4e+07,0,"CHA",30,75,31.4,1.8,0.1,1.7,1.1,0.3,5.1,94.9,92,25
"1247",1247,"Nicolas_Batum","2019","CHA",75,35,40,31.4,12716.9,2.41,1.28,1.13,4.33,4.57,4.09,34,2.4e+07,25565217,0,"CHA",31,22,23,0.7,0.2,0.5,0.4,0.4,31.3,68.8,81.8,72.7
"1249",1249,"Nicolas_Brussino","2017","DAL",54,18,36,9.7,3826.9,0.72,0.41,0.32,4.51,4.99,4.01,480,543471,905249,0,"ATL",25,4,2.5,0,0,0,0,0,0,0,0,0
"1254",1254,"Nik_Stauskas","2017","PHI",80,27,53,27.4,10897.3,2.06,1.15,0.91,4.54,5.07,4.01,258,2993040,3807146,0,"BKN",24,41,12.8,0.2,0,0.2,0.1,0,0,100,83.3,16.7
"1255",1255,"Nik_Stauskas","2018","BKN",41,14,27,12.8,4905.9,0.93,0.51,0.42,4.37,4.78,3.95,226,3807146,0,1,"CLE",25,68,14.9,0.5,0,0.5,0.3,0,0,100,89.5,10.5
"1257",1257,"Nikola_Jokic","2017","DEN",72,36,36,27.9,10182.8,1.93,1.05,0.87,4.15,4.57,3.74,364,1358500,1417000,0,"DEN",23,75,32.6,8.1,1.7,6.4,4.5,2,21.3,78.7,91.6,40.7
"1258",1258,"Nikola_Jokic","2018","DEN",75,43,32,32.6,11440.4,2.17,1.19,0.98,4.06,4.46,3.66,382,1417382,1600520,0,"DEN",24,80,31.3,6.2,1.1,5.1,3.5,1.6,17.8,82.2,88.2,40.3
"1259",1259,"Nikola_Jokic","2019","DEN",80,53,27,31.3,11541.5,2.19,1.2,0.98,3.95,4.28,3.61,27,24605181,27504630,0,"DEN",25,65,32.3,4.2,0.7,3.5,2.7,1.5,15.7,84.3,93.7,52.6
"1260",1260,"Nikola_Mirotic","2017","CHI",70,37,33,24,8915.3,1.69,0.92,0.77,4.23,4.6,3.86,175,5782450,0,1,"NOP",27,55,27.2,5,1.3,3.7,2.3,1,25.4,74.6,81.6,36.8
"1262",1262,"Nikola_Vucevic","2017","ORL",75,27,48,28.8,10106.7,1.91,0.98,0.93,4.01,4.26,3.78,89,11750000,12250000,0,"ORL",27,57,29.5,7.9,0.7,7.2,4.5,1.9,9.1,90.9,91.1,39.3
"1263",1263,"Nikola_Vucevic","2018","ORL",57,17,40,29.5,10362.5,1.96,1.02,0.94,4.05,4.26,3.84,96,12250000,12750000,0,"ORL",28,80,31.4,9,0.7,8.3,4.3,2,7.9,92.1,87.4,41
"1264",1264,"Nikola_Vucevic","2019","ORL",78,39,39,31.4,11473.2,2.17,1.17,1,3.92,4.14,3.7,101,12750000,0,1,"ORL",29,54,32.6,5.5,0.5,5,3.3,1.4,8.5,91.5,93.7,40.2
"1265",1265,"Noah_Vonleh","2017","POR",74,38,36,17.1,6667.5,1.26,0.69,0.58,4.44,4.73,4.14,270,2751360,3505233,0,"CHI",22,54,16.2,2.6,0.8,1.8,1.2,0.6,29.5,70.5,83.1,42.9
"1266",1266,"Noah_Vonleh","2018","CHI",54,24,30,16.2,6234.6,1.18,0.64,0.54,4.4,4.77,4.01,230,3505233,0,1,"NYK",23,68,25.3,4.1,0.9,3.2,2,0.9,21.4,78.6,85.1,39.8
"1267",1267,"Noah_Vonleh","2019","NYK",67,13,54,25.3,10057.7,1.9,1.04,0.87,4.24,4.58,3.89,377,1621415,0,1,"DEN",24,33,11,1.5,0.2,1.3,1,0.6,12,88,91.7,50
"1269",1269,"Norman_Powell","2017","TOR",75,46,29,17.9,6923,1.31,0.71,0.6,4.41,4.71,4.12,434,874636,1014746,0,"TOR",25,70,15.2,0.7,0,0.7,0.4,0.1,2.1,97.9,82.9,14.3
"1270",1270,"Norman_Powell","2018","TOR",70,51,19,15.2,6037.6,1.14,0.61,0.54,4.56,4.91,4.23,360,1471382,0,1,"TOR",26,60,18.8,0.7,0,0.7,0.3,0.1,0,100,91.3,21.7
"1271",1271,"Norman_Powell","2019","TOR",60,45,15,18.8,7815.4,1.48,0.8,0.68,4.38,4.79,3.99,140,9367200,10116576,0,"TOR",27,44,28.8,0.8,0.1,0.8,0.5,0.1,5.7,94.3,80,20
"1274",1274,"OG_Anunoby","2018","TOR",74,51,23,20,7912.9,1.5,0.78,0.72,4.54,4.71,4.36,334,1645200,1952760,0,"TOR",21,67,20.2,2.7,0.2,2.5,1.1,0.2,6.7,93.3,84.3,18
"1275",1275,"OG_Anunoby","2019","TOR",67,46,21,20.2,8365.3,1.58,0.83,0.75,4.37,4.59,4.15,342,1952760,2281800,0,"TOR",22,63,30.1,2.4,0.2,2.3,1.5,0.6,6.6,93.4,94.1,36.6
"1277",1277,"Okaro_White","2017","MIA",35,26,9,13.5,5225.7,0.99,0.54,0.45,4.42,4.59,4.23,508,1e+05,0,1,"CLE",25,6,13.3,1.7,0.3,1.3,1,0.5,20,80,85.7,42.9
"1278",1278,"Okaro_White","2018","CLE",6,2,4,13.3,5287,1,0.52,0.48,4.55,4.75,4.35,414,1312611,0,1,"WAS",26,3,2.1,0.3,0,0.3,0.3,0,0,100,100,0
"1279",1279,"Omari_Spellman","2019","ATL",46,15,31,17.5,7375.7,1.4,0.76,0.64,4.46,4.87,4.04,378,1620480,1897800,0,"MIN",22,49,18.1,1.9,0.3,1.6,1.1,0.5,18.3,81.7,90.2,39.3
"1281",1281,"Omer_Asik","2017","NOP",31,12,19,15.6,5672.8,1.07,0.57,0.5,4.15,4.47,3.84,110,9904494,10595505,0,"CHI",31,18,10.1,2.6,0.3,2.3,1.4,0.8,12.8,87.2,92.9,50
"1283",1283,"Omri_Casspi","2017","MIN",36,12,24,17.8,6734.2,1.28,0.7,0.57,4.3,4.61,3.97,254,3e+06,0,1,"GSW",30,53,14,1.1,0.4,0.8,0.6,0.3,31.1,68.9,86.1,38.9
"1284",1284,"Omri_Casspi","2018","GSW",53,40,13,14,5556.4,1.05,0.56,0.49,4.54,4.99,4.12,306,2106470,0,1,"MEM",31,36,14.5,1.2,0.5,0.7,0.3,0.1,39.5,60.5,75,12.5
"1286",1286,"PJ_Tucker","2017","TOR",79,34,45,27.6,9814.7,1.86,0.97,0.89,4.05,4.23,3.87,187,5300000,0,1,"HOU",33,82,27.8,4.9,0.8,4,2.5,0.9,17,83,86.4,29.8
"1287",1287,"PJ_Tucker","2018","HOU",82,65,17,27.8,9923.6,1.88,0.97,0.91,4.06,4.2,3.93,144,7590035,7969537,0,"HOU",34,82,34.2,6.1,1,5.1,2.9,1.1,15.9,84.1,83.9,31.5
"1288",1288,"PJ_Tucker","2019","HOU",82,53,29,34.2,12750.6,2.41,1.24,1.17,3.98,4.05,3.92,160,7969537,8349039,0,"HOU",35,64,34.4,3.7,0.4,3.4,2.1,0.8,9.6,90,89.5,34
"1291",1291,"Pascal_Siakam","2017","TOR",54,34,20,15.4,6127.6,1.16,0.62,0.54,4.55,4.79,4.3,382,1196040,1249920,0,"TOR",24,81,20.7,3.8,0.3,3.5,2,0.6,6.9,93.1,91.4,29.1
"1292",1292,"Pascal_Siakam","2018","TOR",81,59,22,20.7,8321,1.58,0.85,0.73,4.6,5.03,4.18,395,1312611,1544951,0,"TOR",25,80,31.8,5,0.2,4.8,2.5,0.7,4,96,90.9,26.4
"1293",1293,"Pascal_Siakam","2019","TOR",80,57,23,31.9,13054.7,2.47,1.33,1.14,4.36,4.77,3.96,391,1544951,2351839,0,"TOR",26,53,35.5,2.7,0,2.6,1.4,0.5,1.4,98.6,93.7,31.6
"1295",1295,"Pat_Connaughton","2017","POR",39,18,21,8.1,3079.9,0.58,0.33,0.25,4.34,4.75,3.9,436,874636,1014746,0,"POR",25,82,18.1,1.1,0.1,1.1,0.6,0,5.3,94.7,89.7,1.7
"1296",1296,"Pat_Connaughton","2018","POR",82,49,33,18.1,7028.1,1.33,0.74,0.59,4.41,4.68,4.11,373,1471382,0,1,"MIL",26,61,20.7,0.8,0,0.7,0.4,0.1,4.3,95.7,88.5,26.9
"1297",1297,"Pat_Connaughton","2019","MIL",61,43,18,20.7,8514,1.61,0.85,0.76,4.35,4.64,4.07,371,1641000,1719000,0,"MIL",27,61,18.3,0.5,0.1,0.4,0.3,0.1,10.3,89.7,94.1,23.5
"1300",1300,"Patrick_Beverley","2017","HOU",67,46,21,30.7,11976.5,2.27,1.16,1.11,4.45,4.75,4.18,166,6e+06,5500000,0,"LAC",29,11,30.3,0.6,0.2,0.5,0.5,0.3,28.6,71.4,100,60
"1301",1301,"Patrick_Beverley","2018","LAC",11,5,6,30.3,12091.9,2.29,1.22,1.07,4.53,4.85,4.21,187,5513514,5027028,0,"LAC",30,78,27.4,0.6,0,0.6,0.3,0.1,2.3,97.7,89.3,14.3
"1302",1302,"Patrick_Beverley","2019","LAC",78,48,30,27.4,11389.3,2.16,1.16,1,4.4,4.69,4.1,212,5027028,0,1,"LAC",31,48,27.1,0.3,0.1,0.2,0.2,0.1,21.4,78.6,81.8,36.4
"1304",1304,"Patrick_McCaw","2017","GSW",71,57,14,15.1,5744.1,1.09,0.57,0.52,4.32,4.6,4.06,477,543471,905249,0,"GSW",22,57,16.9,1,0,1,0.7,0.2,1.8,98.2,84.4,20
"1305",1305,"Patrick_McCaw","2018","GSW",57,41,16,16.9,6543.5,1.24,0.65,0.59,4.42,4.69,4.15,405,1312611,0,1,"TOR",23,29,13.7,0.9,0,0.9,0.6,0.1,0,100,90,20
"1307",1307,"Patrick_Patterson","2017","TOR",65,42,23,24.6,8760.2,1.66,0.89,0.77,4.06,4.36,3.76,163,6050000,0,1,"OKC",29,82,15.5,3.4,0.2,3.1,1.6,0.3,6.2,93.8,88.2,18.4
"1308",1308,"Patrick_Patterson","2018","OKC",80,48,32,15.3,5478.5,1.04,0.54,0.5,4.07,4.33,3.81,194,5192000,5451600,0,"OKC",30,63,13.7,2.9,0.3,2.6,1.3,0.4,9.3,90.7,82.7,23.5
"1309",1309,"Patrick_Patterson","2019","OKC",62,39,23,13.7,5634,1.07,0.57,0.5,4.33,4.84,3.86,201,5451600,5711200,0,"LAC",31,51,11.9,1.3,0.1,1.2,0.7,0.3,8.8,91.2,85.7,31
"1312",1312,"Patty_Mills","2018","SAS",82,47,35,25.7,10216.8,1.93,1.09,0.85,4.53,4.94,4.1,111,10714286,11571429,0,"SAS",30,82,23.3,1,0,0.9,0.6,0.1,2.5,97.5,85.2,11.1
"1313",1313,"Patty_Mills","2019","SAS",82,48,34,23.3,9806.3,1.86,1.04,0.82,4.49,5,3.98,118,11571429,12428571,0,"SAS",31,63,22.7,0.8,0,0.8,0.5,0.1,0,100,89.5,10.5
"1315",1315,"Pau_Gasol","2017","SAS",63,47,16,25.4,9091.1,1.72,0.95,0.78,4.09,4.37,3.78,53,15500000,16197500,0,"SAS",37,77,23.5,6.1,1.3,4.8,3.5,1.4,21.6,78.4,87.8,36.6
"1316",1316,"Pau_Gasol","2018","SAS",77,45,32,23.5,8469.4,1.6,0.88,0.72,4.1,4.36,3.83,68,1.6e+07,1.6e+07,0,"MIL",38,30,12,2.8,0.2,2.6,1,0.3,6,94,79.5,25.6
"1318",1318,"Paul_George","2017","IND",74,39,35,35.9,13175.2,2.5,1.32,1.18,4.17,4.47,3.89,32,18314532,19508958,0,"OKC",28,79,36.6,2.8,0.2,2.6,1.8,0.4,8.5,91.5,89.5,21.6
"1319",1319,"Paul_George","2018","OKC",78,47,31,36.6,13532.8,2.56,1.35,1.21,4.21,4.62,3.83,43,19508958,20703384,0,"OKC",29,77,36.9,1.9,0.1,1.8,1.2,0.4,4.1,95.9,91.1,31.7
"1320",1320,"Paul_George","2019","OKC",76,45,31,36.9,14221.8,2.69,1.4,1.29,4.09,4.59,3.65,8,30560700,33005556,0,"LAC",30,42,29.1,1.2,0,1.2,0.8,0.2,2,98,88.9,25
"1322",1322,"Paul_Millsap","2017","ATL",69,40,29,34,12267.6,2.32,1.22,1.1,4.12,4.42,3.83,29,20072033,21472407,0,"DEN",33,38,30.1,6.1,0.8,5.3,3.2,1.1,13,87,90.4,30.1
"1323",1323,"Paul_Millsap","2018","DEN",38,22,16,30.1,10541.3,2,1.07,0.93,4.11,4.39,3.82,3,31269231,29730769,0,"DEN",34,70,27.1,3.7,0.8,2.8,1.8,0.8,22.9,77.1,91.1,40
"1324",1324,"Paul_Millsap","2019","DEN",70,49,21,27.1,10282.4,1.95,1.05,0.9,4.05,4.26,3.83,12,29730769,30500000,0,"DEN",35,44,24.4,2,0.6,1.5,1.3,0.6,27,73,85.1,41.8
"1328",1328,"Paul_Zipser","2017","CHI",44,21,23,19.2,7443.4,1.41,0.77,0.64,4.42,4.78,4.06,449,750000,905249,0,"CHI",24,54,15.3,1.5,0.1,1.4,0.7,0.1,6.3,93.7,83.3,16.7
"1330",1330,"PJ_Dozier","2018","OKC",2,1,1,1.6,593.5,0.11,0.06,0.05,3.76,3.87,3.66,467,815615,0,1,"BOS",22,6,8.5,0.5,0.2,0.3,0.3,0.2,33.3,66.7,100,50
"1331",1331,"Quincy_Acy","2017","BKN",38,11,27,14.7,5419.8,1.03,0.55,0.47,4.21,4.58,3.84,398,1050961,1178992,0,"BKN",27,70,19.4,5.2,0.5,4.7,2.4,0.5,8.8,91.2,84.7,17.3
"1332",1332,"Quincy_Acy","2018","BKN",68,25,43,19.4,7096.9,1.34,0.75,0.6,4.16,4.51,3.79,331,1709538,0,1,"PHX",28,10,12.3,3.7,0.4,3.3,1.6,0.4,10.8,89.2,88.9,22.2
"1333",1333,"Quincy_Pondexter","2018","CHI",23,6,17,8.5,3291.3,0.62,0.33,0.3,4.39,4.74,4.07,224,3853931,0,1,"SAS",31,53,5.5,0.1,0,0.1,0.1,0,0,100,100,0
"1335",1335,"Quinn_Cook","2018","GSW",33,21,12,22.4,9242.2,1.75,0.97,0.78,4.75,5.27,4.22,489,25000,0,1,"GSW",26,74,14.3,0.4,0,0.3,0.2,0,10.3,89.7,84.2,15.8
"1336",1336,"Quinn_Cook","2019","GSW",74,49,25,14.3,5881.4,1.11,0.61,0.5,4.45,4.8,4.08,402,1544951,0,1,"LAL",27,38,10.8,0.2,0,0.2,0.2,0.1,0,100,100,33.3
"1338",1338,"Rajon_Rondo","2017","CHI",69,34,35,26.7,9776.3,1.85,0.99,0.86,4.17,4.39,3.95,66,1.4e+07,13397000,0,"NOP",32,65,26.2,0.8,0.1,0.7,0.5,0.1,8.2,91.8,82.5,17.5
"1339",1339,"Rajon_Rondo","2018","NOP",65,41,24,26.2,9897.2,1.87,0.98,0.89,4.29,4.67,3.95,238,3300000,0,1,"LAL",33,46,29.8,0.3,0,0.3,0.1,0,7.7,92.3,71.4,14.3
"1340",1340,"Rajon_Rondo","2018","NOP",65,41,24,26.2,9897.2,1.87,0.98,0.89,4.29,4.67,3.95,255,3e+06,0,1,"LAL",33,46,29.8,0.3,0,0.3,0.1,0,7.7,92.3,71.4,14.3
"1341",1341,"Rajon_Rondo","2019","LAL",46,19,27,29.8,11228.6,2.13,1.14,0.99,4.01,4.34,3.68,143,9e+06,0,1,"LAL",34,48,20.5,0.5,0,0.5,0.3,0,0,100,85.7,7.1
"1344",1344,"Ramon_Sessions","2017","CHA",50,23,27,16.2,5943.2,1.13,0.61,0.51,4.18,4.5,3.84,168,6e+06,6270000,0,"WAS",32,28,14,0.1,0,0.1,0,0,0,100,100,0
