Player,Season,TEAM,AGE,GP,MIN,Box Outs,OFF Box Outs,DEF Box Outs,Team Reb on Box Outs,Player Reb on Box Outs,% Box Outs Off,% Box Outs Def,% Team Reb When Box Out,% Player Reb When Box Out
Aaron Brooks,2017,MIN,33,32,5.9,0.2,0,0.2,0.1,0,0,100,75,25
Aaron Gordon,2017,ORL,22,58,32.9,2.7,0.2,2.5,1.3,0.4,7,93,85.2,23.9
Aaron Harrison,2017,DAL,23,9,25.9,0.8,0,0.8,0.7,0,0,100,85.7,0
Aaron Jackson,2017,HOU,32,1,34.5,0,0,0,0,0,0,0,0,0
Abdel Nader,2017,BOS,24,48,10.9,0.8,0.1,0.7,0.5,0.1,17.5,82.5,92,12
Adreian Payne,2017,ORL,27,5,8.5,2.2,0.8,1.4,1.6,0.4,36.4,63.6,100,25
Al Horford,2017,BOS,32,72,31.6,6.8,0.5,6.3,3.5,1.3,7.3,92.7,90.4,33.3
Al Jefferson,2017,IND,33,36,13.4,3,0.2,2.8,1.6,0.7,6.5,93.5,93.7,38.1
Al-Farouq Aminu,2017,POR,27,69,30,3.9,0.6,3.3,1.9,0.9,16.2,83.8,88.5,40.5
Alan Williams,2017,PHX,25,5,14.1,3.4,0.4,3,1.4,0.6,11.8,88.2,87.5,37.5
Alec Burks,2017,UTA,26,64,16.5,0.5,0,0.4,0.2,0,3.4,96.6,88.2,11.8
Alec Peters,2017,PHX,23,20,11.2,2,0.2,1.9,1.3,0.3,9.8,90.2,92.6,18.5
Alex Abrines,2017,OKC,24,75,15.1,0.9,0.1,0.8,0.5,0.1,7.5,92.5,82.2,11.1
Alex Caruso,2017,LAL,24,37,15.2,0.8,0,0.8,0.4,0,3.2,96.8,83.3,0
Alex Len,2017,PHX,25,69,20.2,7.6,1.6,6,3.7,1.6,20.4,79.2,87.3,37.8
Alex Poythress,2017,IND,24,25,4.2,0.5,0.2,0.3,0.3,0.2,38.5,61.5,88.9,55.6
Alfonzo McKinnie,2017,TOR,25,14,3.8,0.5,0.1,0.4,0.1,0,14.3,85.7,100,0
Allen Crabbe,2017,BKN,26,75,29.3,0.5,0,0.5,0.4,0.1,0,100,96.6,31
Amir Johnson,2017,PHI,31,74,15.8,5.5,1.1,4.3,3,1,20.8,79.2,87.8,29.4
Andre Drummond,2017,DET,24,78,33.7,9.2,4,5.1,5,3.3,43.8,56.1,85.3,56.8
Andre Iguodala,2017,GSW,34,64,25.4,2.6,0.2,2.4,1.5,0.3,8.3,91.7,88.1,18.3
Andre Ingram,2017,LAL,32,2,32.1,0,0,0,0,0,0,0,0,0
Andre Roberson,2017,OKC,26,39,26.6,2.7,1.1,1.7,1.7,0.5,38.3,61.7,84,23.5
Andrew Bogut,2017,LAL,33,24,9,3.2,0.6,2.5,1.7,0.8,19.7,80.3,88.9,42.2
Andrew Harrison,2017,MEM,23,56,23.7,0.6,0,0.6,0.4,0.1,5.9,94.1,88,16
Andrew White III,2017,ATL,25,15,13.9,0.5,0.1,0.4,0.2,0.1,14.3,85.7,75,25
Andrew Wiggins,2017,MIN,23,82,36.3,1.7,0.2,1.5,1,0.3,13.6,86.4,88.3,23.4
Ante Zizic,2017,CLE,21,32,6.7,3.1,1,2.1,1.7,0.5,32.7,67.3,93.1,27.6
Anthony Brown,2017,MIN,25,1,3.7,0,0,0,0,0,0,0,0,0
Anthony Davis,2017,NOP,25,75,36.4,5.9,1.6,4.3,3,1.6,27.5,72.5,84.4,44.1
Anthony Tolliver,2017,DET,33,79,22.2,4.2,0.4,3.7,1.9,0.5,10.7,89,84.5,22.4
Antonio Blakeney,2017,CHI,21,19,16.5,0.6,0,0.6,0.2,0,0,100,100,0
Antonius Cleveland,2017,ATL,24,17,7.2,1.1,0.1,1,0.7,0,5.6,94.4,100,0
Aron Baynes,2017,BOS,31,81,18.3,7,1.5,5.5,3.9,1.3,21,79,84.4,27.8
Arron Afflalo,2017,ORL,32,53,12.9,1.4,0,1.3,0.7,0.1,2.8,97.2,78,6
Austin Rivers,2017,LAC,25,61,33.7,1.3,0,1.3,0.8,0,1.3,98.7,86,3.5
Avery Bradley,2017,LAC,27,46,31.2,1,0,0.9,0.5,0,4.5,95.5,86.2,6.9
Bam Adebayo,2017,MIA,20,69,19.8,6.6,0.8,5.8,3.5,1.1,12.1,87.9,89.1,26.6
Ben McLemore,2017,MEM,25,56,19.5,1.3,0.2,1.1,0.7,0.2,13.7,86.3,83,23.4
Ben Moore,2017,IND,23,2,4.6,0.5,0,0.5,0,0,0,100,0,0
Ben Simmons,2017,PHI,21,81,33.7,1.6,0.5,1.2,0.7,0.3,28.4,71.6,84.1,30.4
Bismack Biyombo,2017,ORL,25,82,18.2,6.6,2,4.6,3.2,1.5,30.7,69.3,79.9,38.4
Blake Griffin,2017,DET,29,58,34,4.6,0.6,4,2.6,0.8,13,87,90.3,26.7
Boban Marjanovic,2017,LAC,29,39,8.7,3.4,0.8,2.6,1.8,0.8,24.6,75.4,84.5,38.1
Bobby Brown,2017,HOU,33,20,5.7,0.2,0,0.2,0.1,0,0,100,100,0
Bobby Portis,2017,CHI,23,73,22.5,6.3,1.5,4.8,3.4,1.4,23.9,76.1,86.2,34.1
Bogdan Bogdanovic,2017,SAC,25,78,27.9,2,0.2,1.9,1.1,0.2,8.8,91.2,86.1,14.9
Bojan Bogdanovic,2017,IND,29,80,30.8,1.4,0.1,1.3,0.7,0.1,8.8,91.2,83.6,10.4
Bradley Beal,2017,WAS,25,82,36.3,0.8,0.1,0.8,0.6,0.2,6.1,93.9,92.5,24.5
Brandan Wright,2017,MEM,30,28,13.6,4.1,0.6,3.5,2,0.7,14.7,85.3,79.7,29
Brandon Ingram,2017,LAL,20,59,33.5,1.1,0.1,1,0.6,0.1,8.1,91.9,86.4,18.2
Brandon Jennings,2017,MIL,28,14,14.7,0.2,0,0.2,0.1,0,0,100,100,0
Brandon Paul,2017,SAS,27,64,9,0.8,0.1,0.8,0.5,0.1,9.4,90.6,91.4,22.9
Briante Weber,2017,MEM,25,18,13.1,0.4,0,0.4,0.2,0,0,100,100,0
Brice Johnson,2017,LAC,24,18,5.4,0.6,0,0.6,0.3,0.2,0,100,71.4,57.1
Brook Lopez,2017,LAL,30,74,23.4,6.7,0.5,6.3,3.5,0.9,6.6,93.4,86.8,23
Bruno Caboclo,2017,SAC,22,12,8.9,2.1,0.1,2,0.8,0,4,96,90,0
Bryn Forbes,2017,SAS,24,80,19,1,0,1,0.6,0.1,1.2,98.8,82.1,10.7
Buddy Hield,2017,SAC,25,80,25.3,1,0.1,0.8,0.6,0.3,13,87,92.2,39.2
C.J. Williams,2017,LAC,28,38,18.6,1.6,0,1.5,0.8,0.1,1.7,98.3,81.6,5.3
CJ McCollum,2017,POR,26,81,36.1,1.1,0.1,1.1,0.7,0.1,4.3,95.7,84.1,15.9
CJ Miles,2017,TOR,31,70,19.1,1.3,0,1.3,0.6,0.1,2.1,97.9,89.8,10.2
Caleb Swanigan,2017,POR,21,27,7,2.2,0.6,1.7,0.9,0.2,25,75,80,16.7
Cameron Payne,2017,CHI,23,25,23.3,1.2,0.1,1.1,0.7,0,6.7,93.3,85,0
Caris LeVert,2017,BKN,23,71,26.2,1,0,1,0.7,0.2,4.1,95.9,83.9,21.4
Carmelo Anthony,2017,OKC,34,78,32.1,4.9,0.6,4.3,2.4,0.6,11.3,88.7,88.9,23.6
Cedi Osman,2017,CLE,23,61,11,0.7,0.1,0.6,0.3,0.1,7.3,92.7,91.3,26.1
Chandler Parsons,2017,MEM,29,36,19.2,2,0.1,1.9,1,0.2,4.1,95.9,92.3,20.5
Channing Frye,2017,LAL,35,53,13.1,3.5,0.1,3.4,1.9,0.6,4.3,95.7,94.4,29.6
Charles Cooke,2017,NOP,23,13,2.9,0.1,0,0.1,0,0,0,100,0,0
Cheick Diallo,2017,NOP,21,52,11.2,2.9,0.9,2,1.4,0.7,30,70,79.8,37.2
Chinanu Onuaku,2017,HOU,21,1,21.6,5,1,4,4,1,20,80,100,25
Chris Boucher,2017,GSW,25,1,1.3,0,0,0,0,0,0,0,0,0
Chris McCullough,2017,WAS,23,19,4.7,0.4,0,0.4,0.2,0.1,0,100,100,25
Chris Paul,2017,HOU,33,58,31.8,1.3,0,1.2,0.9,0.1,1.4,98.6,94.4,13
Clint Capela,2017,HOU,24,74,27.5,5.7,1.1,4.5,3.5,2,20.3,79.7,92.6,51.4
Cody Zeller,2017,CHA,25,33,19,7.2,1.4,5.8,3.5,1.4,20.2,79.8,88.6,34.8
Cole Aldrich,2017,MIN,29,21,2.3,0.6,0.1,0.6,0.2,0.1,7.7,92.3,100,60
Corey Brewer,2017,OKC,32,72,16.8,0.8,0.1,0.7,0.5,0.1,17.5,82.5,89.2,10.8
Cory Joseph,2017,IND,26,82,27,1.4,0.1,1.4,0.8,0.1,6.7,93.3,85.4,12.2
Courtney Lee,2017,NYK,32,76,30.4,0.9,0,0.8,0.5,0.1,1.5,98.5,88.1,23.8
Cristiano Felicio,2017,CHI,25,55,17.8,4.7,1.4,3.3,2.7,0.9,29.5,70.5,83.1,28.1
D'Angelo Russell,2017,BKN,22,48,25.7,0.8,0,0.8,0.5,0.1,5,95,95.7,17.4
D.J. Augustin,2017,ORL,30,75,23.5,1.2,0,1.2,0.8,0.1,2.2,97.8,92.5,9
D.J. Wilson,2017,MIL,22,22,3.2,0.7,0,0.7,0.3,0.1,0,100,100,50
Dakari Johnson,2017,OKC,22,31,5.2,2,0.5,1.5,0.9,0.2,23,77,82.9,17.1
Damian Jones,2017,GSW,23,15,5.9,1.6,0.3,1.3,1.1,0.4,20.8,79.2,94.1,35.3
Damian Lillard,2017,POR,27,73,36.6,0.7,0,0.6,0.5,0,6.3,93.8,89.5,7.9
Damien Wilkins,2017,IND,38,19,8,0.6,0.1,0.5,0.3,0.1,18.2,81.8,71.4,14.3
Damion Lee,2017,ATL,25,15,27,1.7,0.1,1.5,1.1,0.2,8,92,88.9,16.7
Damyean Dotson,2017,NYK,24,44,10.8,0.6,0,0.6,0.3,0.1,0,100,100,33.3
Daniel Hamilton,2017,OKC,22,6,4.6,0,0,0,0,0,0,0,0,0
Daniel Theis,2017,BOS,26,63,14.9,5.1,1.4,3.8,2.8,1.1,27.2,72.8,84.6,34.6
Danilo Gallinari,2017,LAC,29,21,32,3.7,0.2,3.4,1.9,0.5,6.5,93.5,83.3,20.8
Danny Green,2017,SAS,31,70,25.6,1.8,0.2,1.6,0.9,0.2,9.7,90.3,89.2,17.6
Dante Cunningham,2017,BKN,31,73,21.4,5,0.6,4.4,2.5,0.7,12.2,87.8,87.7,23.1
Dante Exum,2017,UTA,22,14,16.8,0.7,0.1,0.6,0.4,0.1,10,90,100,16.7
Danuel House Jr.,2017,PHX,25,23,17.5,1.1,0,1.1,0.7,0.1,0,100,88.2,17.6
Dario Saric,2017,PHI,24,78,29.6,4.7,1.2,3.5,2.4,0.9,25.2,74.8,88.8,33.6
Darius Miller,2017,NOP,28,82,23.7,3,0.1,2.9,1.4,0.1,2.8,97.2,86.4,9.1
Darrell Arthur,2017,DEN,30,19,7.4,2.5,0.1,2.4,1.6,0.3,4.2,95.8,96.9,18.8
Darren Collison,2017,IND,30,69,29.3,0.4,0,0.3,0.3,0,7.7,92.3,81.8,9.1
Darrun Hilliard,2017,SAS,25,14,6.8,0.2,0,0.2,0.2,0,0,100,100,0
David Nwaba,2017,CHI,25,70,23.5,1.8,0.7,1.1,1.1,0.3,37.9,62.1,78.4,20.6
David Stockton,2017,UTA,27,3,3.1,0.3,0,0.3,0.3,0,0,100,100,0
David West,2017,GSW,37,73,13.7,3.5,0.6,2.9,2.1,0.8,16.6,83.4,89.4,32.9
Davis Bertans,2017,SAS,25,77,14.1,2.9,0.3,2.6,1.6,0.3,8.6,91.4,91.7,18.9
Davon Reed,2017,PHX,23,21,11.5,0.9,0,0.9,0.5,0.1,0,100,83.3,8.3
De'Aaron Fox,2017,SAC,20,73,27.7,0.4,0,0.4,0.3,0,0,100,100,4.8
DeAndre Jordan,2017,LAC,29,77,31.5,9.4,4,5.4,5.4,3.4,42.4,57.6,83.8,53.5
DeAndre Liggins,2017,NOP,30,58,12.5,0.4,0.1,0.3,0.2,0,13.6,86.4,87.5,12.5
DeAndre' Bembry,2017,ATL,23,26,17.5,1.4,0.1,1.3,0.7,0.1,5.7,94.3,100,15.8
DeMar DeRozan,2017,TOR,28,80,33.9,1.4,0,1.3,0.9,0.1,0.9,99.1,89.7,12.8
DeMarcus Cousins,2017,NOP,27,48,36.2,8.2,2.2,6,4.6,2.2,26.6,73.2,91.3,44.4
DeMarre Carroll,2017,BKN,31,73,29.9,2.2,0.3,1.9,1.1,0.4,12.4,87.6,89,31.9
Dejounte Murray,2017,SAS,21,81,21.5,0.8,0.3,0.6,0.5,0.3,30.3,69.7,89.4,51.1
Delon Wright,2017,TOR,26,69,20.8,1.2,0.1,1.1,0.7,0.1,6.3,93.8,90.7,9.3
Demetrius Jackson,2017,PHI,23,15,5.3,0.3,0,0.3,0.1,0,0,100,100,0
Dennis Schroder,2017,ATL,24,67,31,0.8,0,0.7,0.4,0,5.9,94.1,87.9,6.1
Dennis Smith Jr.,2017,DAL,20,69,29.7,1,0,1,0.6,0,0,100,86.7,6.7
Denzel Valentine,2017,CHI,24,77,27.2,1.4,0.1,1.4,0.9,0.2,4.5,95.5,95.9,23.3
Derrick Favors,2017,UTA,26,77,28,7.7,1.7,6,4.1,1.7,22.2,77.8,86.8,36.6
Derrick Jones Jr.,2017,MIA,21,20,12.3,0.6,0.1,0.5,0.4,0.1,9.1,90.9,100,12.5
Derrick Rose,2017,MIN,29,25,16.8,0.4,0.1,0.3,0.3,0.1,20,80,88.9,22.2
Derrick Walton Jr.,2017,MIA,23,16,9.2,0.4,0,0.4,0.2,0.1,0,100,100,66.7
Derrick White,2017,SAS,23,17,8.2,0.2,0,0.2,0.2,0.1,0,100,100,66.7
Derrick Williams,2017,LAL,27,2,4.3,0,0,0,0,0,0,0,0,0
Devin Booker,2017,PHX,21,54,34.5,1.3,0,1.3,0.7,0.1,2.9,97.1,84.1,13.6
Devin Harris,2017,DEN,35,71,18.9,1,0,1,0.6,0.1,2.8,97.2,84.3,21.6
Devin Robinson,2017,WAS,23,1,13.2,1,0,1,0,0,0,100,0,0
Dewayne Dedmon,2017,ATL,28,62,24.9,5.2,1.1,4.1,2.6,1.2,21.2,78.8,84.1,39.7
Deyonta Davis,2017,MEM,21,62,15.2,4.5,0.8,3.7,2.1,0.8,18.3,81.7,86,32.7
Dillon Brooks,2017,MEM,22,82,28.7,1.8,0.2,1.6,1,0.2,13.3,86.7,86.6,15.5
Dion Waiters,2017,MIA,26,30,30.6,1.2,0,1.2,0.6,0.1,2.7,97.3,81,19
Dirk Nowitzki,2017,DAL,40,77,24.7,5.3,0.2,5.1,3.2,1,3.9,96.1,92.5,30
Domantas Sabonis,2017,IND,22,74,24.5,6.9,1.7,5.1,3.7,1.5,25.4,74.6,86,33.9
Donovan Mitchell,2017,UTA,21,79,33.4,1.9,0,1.9,1.1,0.2,0,100,91.9,13.1
Dorian Finney-Smith,2017,DAL,25,21,21.3,1.5,0.1,1.4,0.8,0.2,6.3,93.8,81,23.8
Doug McDermott,2017,DAL,26,81,21.8,1.6,0.2,1.5,0.9,0.2,10.5,89.5,85.9,21.2
Dragan Bender,2017,PHX,20,82,25.2,4.1,0.3,3.8,2,0.5,7.4,92.6,89,22
Draymond Green,2017,GSW,28,70,32.7,7.1,0.5,6.6,3.5,1.2,7.5,92.5,86.8,30
Dwayne Bacon,2017,CHA,22,53,13.5,0.7,0,0.6,0.4,0.1,2.9,97.1,92,12
Dwight Buycks,2017,DET,29,29,14.7,0.6,0,0.6,0.3,0,0,100,76.9,0
Dwight Howard,2017,CHA,32,81,30.4,7.7,2.9,4.8,4.5,2.6,37.1,62.9,86.7,50
Dwight Powell,2017,DAL,26,79,21.2,4.6,1,3.6,2.2,0.8,21.5,78.5,85.9,31.1
Dwyane Wade,2017,MIA,36,67,22.9,1.4,0.1,1.3,0.8,0.1,9.3,90.7,75,14.7
E'Twaun Moore,2017,NOP,29,82,31.5,1.5,0,1.5,0.8,0.1,1.6,98.4,92.1,15.8
Ed Davis,2017,POR,29,78,18.9,9,2.5,6.5,4.6,1.8,28,71.9,85,32.9
Edmond Sumner,2017,IND,22,1,2.2,0,0,0,0,0,0,0,0,0
Ekpe Udoh,2017,UTA,31,63,12.9,3.7,0.5,3.1,1.9,0.4,14.3,85.7,88.7,17.3
Elfrid Payton,2017,PHX,24,63,28.7,0.9,0.1,0.9,0.5,0.2,8.3,91.7,85.3,29.4
Emeka Okafor,2017,NOP,35,26,13.6,4.5,0.5,4,2.2,0.7,11.1,88.9,87.7,29.2
Emmanuel Mudiay,2017,NYK,22,64,19.4,0.5,0,0.4,0.3,0.1,6.9,93.1,95,40
Enes Kanter,2017,NYK,26,71,25.8,10.2,4.5,5.7,5.4,2.8,44.5,55.5,84,43.2
Eric Bledsoe,2017,MIL,28,74,31.4,0.8,0,0.8,0.5,0.1,5.1,94.9,82.5,10
Eric Gordon,2017,HOU,29,69,31.2,1.4,0,1.4,0.8,0.1,1.1,98.9,83.1,12.3
Eric Moreland,2017,DET,26,67,12,3.3,0.8,2.5,1.8,0.7,22.7,76.8,85.6,31.7
Erik McCree,2017,UTA,24,4,1.9,0,0,0,0,0,0,0,0,0
Ersan Ilyasova,2017,PHI,31,69,25.1,4.3,1,3.3,2.1,0.9,24.1,75.9,86.5,35.7
Evan Fournier,2017,ORL,25,57,32.2,2.7,0.1,2.6,1.4,0.4,3.8,96.2,90,23.3
Evan Turner,2017,POR,29,79,25.7,1.7,0.1,1.7,1,0.2,3.6,96.4,86.2,20.2
Frank Kaminsky,2017,CHA,25,79,23.2,4.3,0.5,3.8,2.1,0.5,12.1,87.9,87.1,20.1
Frank Mason,2017,SAC,24,52,18.9,0.6,0,0.6,0.4,0.1,6.1,93.9,82.1,17.9
Frank Ntilikina,2017,NYK,19,78,21.9,0.8,0,0.7,0.6,0.1,5,95,89.6,25
Fred VanVleet,2017,TOR,24,76,20,1.4,0,1.4,0.9,0.1,1.8,98.2,88.5,11.5
Furkan Korkmaz,2017,PHI,20,14,5.7,0.4,0,0.4,0.1,0,0,100,100,0
Garrett Temple,2017,SAC,32,65,24.8,0.8,0,0.8,0.4,0.1,0,100,90.3,12.9
Gary Harris,2017,DEN,23,67,34.4,0.9,0.1,0.8,0.6,0.1,6.9,93.1,92.5,17.5
Gary Payton II,2017,LAL,25,23,9.6,0.5,0.1,0.3,0.1,0,27.3,72.7,75,0
George Hill,2017,CLE,32,67,27,1.9,0.3,1.6,1,0.3,16.8,83.2,86.5,23
Georges Niang,2017,UTA,25,9,3.5,1,0.1,0.9,0.6,0.2,11.1,88.9,100,40
Georgios Papagiannis,2017,POR,20,17,7.2,1.5,0.4,1.1,0.5,0.3,28,72,69.2,38.5
Gerald Green,2017,HOU,32,41,22.7,1.1,0,1.1,0.6,0.1,0,100,83.9,16.1
Gian Clavell,2017,DAL,24,7,9.1,0.7,0,0.7,0.3,0,0,100,100,0
Giannis Antetokounmpo,2017,MIL,23,75,36.7,5.5,0.7,4.7,2.4,1.1,13.2,86.6,88.2,39.4
Glenn Robinson III,2017,IND,24,23,14.7,0.9,0.1,0.8,0.5,0,9.5,90.5,85.7,7.1
Goran Dragic,2017,MIA,32,75,31.7,0.7,0.1,0.6,0.4,0.1,14,86,82.1,23.1
Gordon Hayward,2017,BOS,28,1,5.3,0,0,0,0,0,0,0,0,0
Gorgui Dieng,2017,MIN,28,79,16.9,3.7,0.4,3.3,1.8,0.8,12,88,87.1,38.7
Greg Monroe,2017,BOS,28,51,20.4,6.8,1.8,4.9,3.3,1.5,27.2,72.8,89.9,39.9
Guerschon Yabusele,2017,BOS,22,33,7.1,2,0.5,1.5,0.9,0.3,24.6,75.4,75,25
Harrison Barnes,2017,DAL,26,77,34.2,4.6,0.3,4.3,2.3,0.7,5.7,94.3,89.2,27.2
Hassan Whiteside,2017,MIA,29,54,25.3,5.9,1.9,4,3.1,1.8,32.2,67.8,86.2,50.8
Henry Ellenson,2017,DET,21,38,8.7,1.6,0.1,1.5,0.9,0.2,5,95,86.8,21.1
Ian Clark,2017,NOP,27,74,19.7,0.9,0,0.9,0.5,0.1,0,100,78.6,16.7
Ian Mahinmi,2017,WAS,31,77,14.9,5.7,0.9,4.8,3.2,1.1,16.1,83.9,86.9,28.6
Ike Anigbogu,2017,IND,19,11,2.7,1,0.1,0.9,0.5,0.2,9.1,90.9,100,40
Iman Shumpert,2017,SAC,28,14,19.7,1.8,0,1.8,1.1,0.4,0,100,78.9,31.6
Isaiah Canaan,2017,OKC,27,20,21.1,0.1,0.1,0.1,0.1,0,50,50,100,0
Isaiah Hicks,2017,NYK,23,18,13.3,2.7,0.1,2.6,1.2,0.1,4.2,95.8,91.7,4.2
Isaiah Taylor,2017,ATL,23,67,17.4,0.4,0,0.4,0.3,0,0,100,90,15
Isaiah Thomas,2017,LAL,29,32,26.9,0.7,0,0.7,0.6,0,0,100,90,5
Isaiah Whitehead,2017,BKN,23,16,11.2,0.6,0.1,0.4,0.4,0.2,22.2,77.8,100,42.9
Ish Smith,2017,DET,29,82,24.9,0.5,0,0.4,0.2,0,5.3,94.7,69,6.9
Ivan Rabb,2017,MEM,21,36,14.3,3.5,0.9,2.6,1.8,0.8,24.6,75.4,88,37.3
Ivica Zubac,2017,LAL,21,43,9.5,2.8,0.5,2.3,1.5,0.6,19.2,80.8,85.3,33.3
J.J. Barea,2017,DAL,34,69,23.2,0.6,0,0.6,0.5,0.1,2.3,97.7,97.1,20.6
JJ Redick,2017,PHI,34,70,30.2,1.2,0,1.2,0.8,0.1,1.2,98.8,84.1,7.9
JR Smith,2017,CLE,32,80,28.1,2.3,0.1,2.1,1.2,0.2,6.6,93.4,84.8,16.1
JaKarr Sampson,2017,SAC,25,22,15.6,3,0.3,2.7,1.3,0.3,10.6,89.4,93.3,20
JaMychal Green,2017,MEM,28,55,28,6.9,2.4,4.5,3.2,1.2,35.4,64.6,82.1,32.1
JaVale McGee,2017,GSW,30,65,9.5,2.9,0.5,2.3,1.4,0.5,18.7,81.3,88.7,33
Jabari Bird,2017,BOS,23,13,8.8,0.8,0.1,0.7,0.1,0,10,90,40,0
Jabari Parker,2017,MIL,23,31,24,2.6,0.4,2.2,1.2,0.5,16,84,78.7,29.8
Jack Cooley,2017,SAC,27,7,12.5,4.9,1.4,3.4,3,1.1,29.4,70.6,100,38.1
Jacob Pullen,2017,PHI,28,3,2,0,0,0,0,0,0,0,0,0
Jacob Wiley,2017,BKN,23,5,6.7,1.6,0,1.6,0.8,0.4,0,100,80,40
Jae Crowder,2017,UTA,27,80,26.1,2.2,0.2,2,1.1,0.3,8.9,90.5,93.5,28
Jahlil Okafor,2017,BKN,22,28,12.6,3.6,0.5,3.1,2,0.8,12.9,87.1,88.9,34.9
Jake Layman,2017,POR,24,35,4.6,0.3,0.1,0.3,0.2,0.1,16.7,83.3,87.5,25
Jakob Poeltl,2017,TOR,22,82,18.6,5.1,0.9,4.1,2.8,1,18.8,81.2,89.8,32.4
Jalen Jones,2017,DAL,25,16,11.3,0.9,0.3,0.7,0.3,0.1,26.7,73.3,83.3,16.7
Jamal Crawford,2017,MIN,38,80,20.7,0.2,0,0.2,0.1,0,0,100,100,11.1
Jamal Murray,2017,DEN,21,81,31.7,1.5,0,1.5,0.9,0.2,2.5,97.5,88.8,16.3
Jameel Warney,2017,DAL,24,3,9,4.7,2.3,2.3,2.3,0.7,50,50,70,20
Jameer Nelson,2017,DET,36,50,20.3,0.7,0,0.7,0.5,0.1,0,100,92,24
Jamel Artis,2017,ORL,25,15,18.6,1.3,0.1,1.2,0.9,0.3,5.3,94.7,100,38.5
James Ennis III,2017,DET,27,72,22.3,1.5,0.3,1.1,1,0.3,22.9,77.1,90,31.3
James Harden,2017,HOU,28,72,35.4,2.2,0.1,2.1,1.3,0.2,3.2,96.8,91.1,12.9
James Johnson,2017,MIA,31,73,26.6,4.1,0.4,3.7,1.7,0.5,9.4,90.6,82.4,26.4
James Michael McAdoo,2017,PHI,25,3,6,1.3,0.3,1,0.7,0,25,75,100,0
James Webb III,2017,BKN,24,10,12,2.4,0,2.4,1.2,0,0,100,85.7,0
James Young,2017,PHI,22,6,10.2,0.7,0,0.7,0.2,0,0,100,100,0
Jamil Wilson,2017,LAC,27,15,18.3,4.2,0,4.2,2.1,0.3,0,100,100,12.5
Jared Dudley,2017,PHX,32,48,14.3,2.9,0.1,2.8,1.6,0.2,2.2,97.8,90.5,13.1
Jarell Eddie,2017,CHI,26,3,2.9,0,0,0,0,0,0,0,0,0
Jarell Martin,2017,MEM,24,73,22.7,4,0.4,3.5,1.9,0.6,11,89,88.6,28.5
Jarrett Allen,2017,BKN,20,72,20,5.9,0.6,5.3,3,1,10.4,89.6,88.3,30.2
Jarrett Jack,2017,NYK,34,62,25,0.7,0.1,0.7,0.4,0.1,8.9,91.1,84.4,12.5
Jason Smith,2017,WAS,32,33,8.6,2.6,0.4,2.2,1,0.4,14.1,85.9,81,28.6
Jason Terry,2017,MIL,40,51,16,0.6,0,0.6,0.3,0,0,100,100,5.6
Jawun Evans,2017,LAC,21,48,16.2,0.8,0,0.7,0.5,0.1,2.8,97.2,100,31.8
Jaylen Brown,2017,BOS,21,70,30.7,2.6,0.2,2.3,1.3,0.5,9.4,90.6,86.7,34.3
Jaylen Morris,2017,ATL,22,6,16.4,1.8,0,1.8,1.3,0.2,0,100,100,12.5
Jayson Tatum,2017,BOS,20,80,30.5,2.1,0.2,1.9,1.1,0.4,10.3,89.7,81.8,30
Jeff Green,2017,CLE,31,78,23.4,3.5,0.3,3.1,1.5,0.3,9.2,90.8,86,17.6
Jeff Teague,2017,MIN,30,70,33,0.5,0,0.5,0.3,0,0,100,91.7,8.3
Jeff Withey,2017,DAL,28,10,3.9,0.7,0,0.7,0.3,0.1,0,100,100,33.3
Jerami Grant,2017,OKC,24,81,20.3,4.1,0.3,3.8,1.6,0.4,6.7,93,82.5,20.8
Jeremy Evans,2017,ATL,30,1,5.4,0,0,0,0,0,0,0,0,0
Jeremy Lamb,2017,CHA,26,80,24.6,0.5,0.1,0.5,0.4,0.1,9.8,90.2,100,29
Jeremy Lin,2017,BKN,29,1,25.2,1,0,1,1,0,0,100,100,0
Jerian Grant,2017,CHI,25,74,22.8,1.1,0.1,1,0.7,0.1,6.4,93.6,82.8,10.3
Jerryd Bayless,2017,PHI,29,39,23.7,0.6,0.1,0.6,0.3,0,12,88,76.5,0
Jimmy Butler,2017,MIN,28,59,36.7,2.1,0.4,1.8,1.3,0.3,18.9,81.1,84.8,16.3
Joakim Noah,2017,NYK,33,7,5.7,1.7,0.9,0.9,0.7,0.6,50,50,71.4,57.1
Jodie Meeks,2017,WAS,30,77,14.5,0.6,0,0.6,0.4,0,2.3,97.7,90.3,9.7
Joe Harris,2017,BKN,26,78,25.3,2,0.1,1.8,1.3,0.2,7.8,92.2,89.4,15
Joe Ingles,2017,UTA,30,82,31.4,2.4,0.1,2.3,1.1,0.2,2.5,97.5,89.3,13.6
Joe Johnson,2017,HOU,37,55,21.9,2.1,0.1,2,1,0.3,5.2,94.8,83.3,27.3
Joe Young,2017,IND,26,53,10.5,0.3,0,0.3,0.2,0,0,100,100,8.3
Joel Bolomboy,2017,UTA,24,6,6.3,1.5,0.3,1.2,0.7,0.3,22.2,77.8,100,50
Joel Embiid,2017,PHI,24,63,30.4,7.9,1.4,6.5,4.2,1.7,17.4,82.4,87.3,35
Joffrey Lauvergne,2017,SAS,26,55,9.7,3.3,1.1,2.2,1.9,0.8,34.1,65.9,81.6,37.6
