Player,Season,Team,GP,W,L,MIN,PTS,TOUCHES,Front CT Touches,Time of Poss,Avg Sec Per Touch,Avg Drib Per Touch,PTS Per Touch,Elbow Touches,Post Ups,Paint Touches,PTS Per Elbow Touch,PTS Per Post Touch,PTS Per Paint Touch
Zhaire Smith,2019,PHI,7,3,4,4.6,1.1,3.6,2.9,0.1,1.66,0.76,0.32,0,0,0.3,0,0,1
Zach Norvell Jr.,2019,GSW,5,2,3,8.2,2,10.4,6.4,0.3,1.98,1.37,0.192,0,0.2,0.4,0,0,0
Zach LaVine,2019,CHI,60,20,40,34.8,25.5,67.5,37.3,4.5,4.03,3.31,0.378,0.7,0.3,1.4,1.07,0.45,1.153
Zach Collins,2019,POR,3,2,1,28.8,9,35.3,22.7,1,1.64,0.37,0.255,5,1.7,4,0,1.2,1
Yuta Watanabe,2019,MEM,16,8,8,6.2,1.9,8.1,5.4,0.3,2.18,1.49,0.231,0.4,0,0.5,0.429,0,0.25
Yogi Ferrell,2019,SAC,44,17,27,11,4.2,19.6,6.8,1.7,5.23,4.93,0.214,0.1,0,0.2,0.4,2,0
Wilson Chandler,2019,BKN,35,16,19,21,5.9,32.4,15.6,1,1.86,0.88,0.181,0.5,0.1,0.7,0.5,0,0.24
Willy Hernangomez,2019,CHA,30,7,23,12.2,6.2,26.8,16.5,0.7,1.58,0.49,0.233,2.2,2.6,3.7,0.415,0.304,0.928
Willie Cauley-Stein,2019,DAL,53,15,38,20.4,7.3,32.1,18.9,0.9,1.68,0.62,0.228,3.8,1.9,5.6,0.33,0.284,0.86
William Howard,2019,HOU,2,1,1,6.6,0,9.5,3,0.2,1.53,0.58,0,0,0,0,0,0,0
Will Barton,2019,DEN,58,38,20,33,15.1,55.8,32.3,3.3,3.56,2.79,0.27,1.3,0.1,1.9,0.605,0.286,0.85
Wesley Matthews,2019,MIL,61,49,12,24.8,7.6,23.1,15.1,0.8,1.97,1.21,0.33,0.4,0.1,0.9,0.783,0.667,0.836
Wes Iwundu,2019,ORL,45,21,24,18,5.3,17.9,11.1,0.8,2.7,1.8,0.294,0.3,0,1.2,0.933,0,0.75
Wenyen Gabriel,2019,POR,27,8,19,7.5,2.2,9.6,4.6,0.2,1.55,0.58,0.232,0.6,0.1,1.1,0,0.75,0.806
Wendell Carter Jr.,2019,CHI,43,15,28,29.2,11.3,40.5,25.2,1.1,1.57,0.45,0.278,4.4,1.8,9,0.379,0.551,0.759
Wayne Ellington,2019,NYK,36,9,27,15.5,5.1,18.1,14.6,0.5,1.78,1,0.282,0.3,0,0.4,0,0,0.462
Vlatko Cancar,2019,DEN,14,7,7,3.2,1.2,4.2,2.9,0.1,1.58,0.58,0.288,0.2,0,0.6,0.667,0,1
Vincent Poirier,2019,BOS,21,18,3,5.4,1.9,7.7,5,0.2,1.61,0.43,0.242,0.7,0.2,1.1,0.286,0.4,0.957
Vince Carter,2019,ATL,60,19,41,14.6,5,21.4,12.4,0.7,1.82,0.79,0.232,0.4,0.5,0.4,0.524,0.645,0.591
Victor Oladipo,2019,IND,13,7,6,26,13.8,46.4,28.7,2.7,3.54,2.91,0.297,0.3,0,0.5,1,0,0.857
Vic Law,2019,ORL,5,1,4,1.9,0,2.8,1.4,0.1,1.46,0.5,0,0.2,0,0,0,0,0
Udonis Haslem,2019,MIA,3,3,0,6.9,1.7,12,5.7,0.3,1.56,0.3,0.139,0.7,0.3,0.7,0,0,0
Tyus Jones,2019,MEM,65,32,33,19,7.4,43.7,16.4,3.2,4.45,3.96,0.17,0.2,0,0.2,0.857,0,0.857
Tyson Chandler,2019,HOU,26,15,11,8.4,1.3,9.7,3.9,0.2,1.41,0.19,0.134,0.6,0.1,1.7,0.4,0.5,0.698
Tyrone Wallace,2019,ATL,14,3,11,11.5,2.9,16.6,7.1,1,3.55,3.22,0.172,0.1,0.1,0.3,1,0,1.5
Tyler Johnson,2019,PHX,30,11,19,16.7,5.9,28.8,14.6,1.6,3.33,2.97,0.204,0.2,0,0.6,0.286,2,0.706
Tyler Herro,2019,MIA,47,31,16,27.2,12.9,42.8,24,2.3,3.2,2.6,0.301,0.4,0,0.6,0.476,0,0.889
Tyler Cook,2019,CLE,11,3,8,3.2,1.7,3.9,2.5,0.1,1.63,0.58,0.442,0.2,0.3,0.5,0,1.333,1
Ty Jerome,2019,PHX,28,13,15,11.2,3.5,22.7,10,1.7,4.42,4.25,0.154,0.3,0,0.4,0.857,0,0.545
Troy Daniels,2019,DEN,42,32,10,10.9,4.1,8.8,6.6,0.3,1.76,0.98,0.47,0.2,0,0.4,1,0,0.611
Troy Brown Jr.,2019,WAS,61,23,38,24.9,9.7,36.2,23.1,1.7,2.82,2.23,0.269,0.6,0.1,1.5,0.771,0.333,0.731
Tristan Thompson,2019,CLE,57,19,38,30.2,12,53.5,32.8,1.8,2.04,0.77,0.224,3.9,2.5,10.5,0.379,0.444,0.753
Trey Lyles,2019,SAS,62,26,36,20.2,6.5,37.4,16.6,1,1.58,0.54,0.173,0.6,0.1,1.4,0.421,0.8,0.682
Trey Burke,2019,PHI,25,13,12,13.1,5.9,28.7,12.9,2.3,4.86,4.38,0.205,0.4,0,0.3,0.727,0,0.571
Trevor Ariza,2019,POR,52,21,31,27.9,7.7,32,20.9,1.1,2.07,1.04,0.242,0.5,0.3,1,0.5,0.133,0.925
Treveon Graham,2019,ATL,55,21,34,16.9,4.4,21.9,12.3,0.7,1.83,0.87,0.202,0.2,0.1,1.3,0.667,0.5,0.667
Tremont Waters,2019,BOS,10,8,2,8.9,3.3,17.3,6.1,1.5,5.24,5.13,0.191,0,0,0.1,0,0,2
Trae Young,2019,ATL,60,18,42,35.3,29.6,87,23.3,9.1,6.27,6.03,0.341,0.3,0,0.6,0.667,0,0.618
Torrey Craig,2019,DEN,50,35,15,17.4,5,17.2,11,0.5,1.83,0.78,0.289,0.5,0,1.5,0.391,0,0.932
Tony Snell,2019,DET,58,18,40,27.8,8,35.4,23.3,1.2,2.01,0.91,0.225,0.3,0,0.2,0.471,0,0.615
Tony Bradley,2019,UTA,50,33,17,10.7,4.7,16.3,8.7,0.4,1.29,0.36,0.285,1.2,0.2,3.7,0.726,1,0.973
Tomas Satoransky,2019,CHI,65,22,43,28.9,9.9,63.6,27.1,4.4,4.15,3.91,0.156,0.8,0.3,1.6,0.491,0.235,0.577
Tobias Harris,2019,PHI,65,39,26,34.5,19.4,60.9,37.6,3.1,3.06,2.07,0.318,1.8,2.4,2.4,0.719,0.704,1.072
Timothe Luwawu-Cabarrot,2019,BKN,39,15,24,17.2,6.3,21.4,13,0.8,2.2,1.38,0.295,0.3,0,0.8,0.727,0,0.8
Tim Hardaway Jr.,2019,DAL,61,36,25,28.7,16,39.9,26.9,1.8,2.71,1.82,0.402,0.4,0.2,0.7,0.261,0.6,0.867
Tim Frazier,2019,DET,26,9,17,13.6,3.7,34.9,10.8,3.3,5.62,5.17,0.105,0.3,0,0.6,0.222,0,0.625
Thon Maker,2019,DET,59,20,39,13.1,4.7,21.2,11.3,0.6,1.63,0.43,0.224,1.3,0.3,2.5,0.419,0.5,0.78
Thomas Bryant,2019,WAS,38,14,24,23.7,12.1,45.1,26.1,1.1,1.52,0.44,0.269,3.6,0.9,6,0.725,0.417,1.07
Theo Pinson,2019,BKN,33,15,18,11.1,3.6,24.4,8.5,1.9,4.67,4,0.149,0.1,0,0.3,0,0,0.7
Thanasis Antetokounmpo,2019,MIL,17,14,3,5.4,2.6,8.4,5.2,0.4,2.77,2.15,0.317,0.1,0.1,1,2.5,0,1.118
Thaddeus Young,2019,CHI,64,22,42,24.9,10.3,44.2,23.9,1.4,1.88,0.97,0.233,1.5,1.5,2.5,0.495,0.532,0.822
Thabo Sefolosha,2019,HOU,41,27,14,10.6,2.2,12.8,5.7,0.3,1.64,0.67,0.176,0.3,0,0.7,0.455,0,0.7
Terry Rozier,2019,CHA,62,21,41,34.3,18.1,69.9,37,4.9,4.21,3.64,0.259,0.4,0,0.8,0.444,0,0.82
Terrence Ross,2019,ORL,63,29,34,27.3,14.8,29.3,22.4,1.1,2.31,1.29,0.503,0.8,0,0.4,0.868,0,0.852
Terrance Ferguson,2019,OKC,50,30,20,23.4,4.2,14.9,12.8,0.3,1.26,0.5,0.28,0.2,0,0.7,0.556,0,0.556
Terence Davis,2019,TOR,63,45,18,17.2,7.9,27.6,14.5,1.5,3.23,2.81,0.284,0.5,0,1.1,0.433,2,1.014
Terance Mann,2019,LAC,35,22,13,7.7,1.6,14.3,5.5,1.1,4.42,3.85,0.112,0.3,0.1,0.5,0.556,0,0.647
Taurean Prince,2019,BKN,64,30,34,29,12.1,44.9,23.3,1.6,2.14,1.11,0.269,0.4,0.1,0.9,0.889,0,0.655
Tariq Owens,2019,PHX,3,0,3,5.1,1.3,7,4,0.2,1.33,0.43,0.19,0,0,0.7,0,0,1
Talen Horton-Tucker,2019,LAL,2,1,1,2.7,0,5.5,3,0.4,4.74,3,0,0,0,0,0,0,0
Taj Gibson,2019,NYK,62,21,41,16.5,6.1,26.7,15.1,0.7,1.51,0.56,0.229,2.2,0.9,3.9,0.511,0.782,0.959
Tacko Fall,2019,BOS,6,5,1,4,3.2,5,3,0.2,2.27,0.83,0.633,0,1.2,1.7,0,0.714,1.5
TJ Leaf,2019,IND,25,14,11,7.7,2.9,11.6,5.4,0.3,1.58,0.54,0.249,0.4,0.4,1.2,0.4,0.818,0.867
T.J. Warren,2019,IND,61,38,23,32.5,18.7,42.8,32.4,1.7,2.45,1.47,0.437,1.1,0.6,2.4,0.929,0.486,1.231
T.J. McConnell,2019,IND,63,38,25,18.9,6.5,46.1,13.3,4.1,5.35,5.35,0.141,0.5,0.1,0.6,0.387,0,0.308
Svi Mykhailiuk,2019,DET,55,17,38,22.8,9.2,29.5,21.5,1.2,2.45,1.53,0.311,0.2,0,0.3,0.727,0,0.737
Steven Adams,2019,OKC,58,37,21,27,10.9,55.6,29.1,1.7,1.81,0.4,0.196,5.9,3.7,10.5,0.449,0.567,0.73
Sterling Brown,2019,MIL,45,36,9,14.8,5,22.1,10.8,1.1,2.98,2.3,0.224,0.3,0.1,0.7,0.417,0,0.788
Stephen Curry,2019,GSW,5,1,4,27.9,20.8,75.8,32.2,4.5,3.55,3.19,0.274,1.4,0,1.8,0.857,0,0.667
Stanton Kidd,2019,UTA,4,3,1,3.8,0,4.5,2.5,0.1,1.18,0.61,0,0,0,0,0,0,0
Stanley Johnson,2019,TOR,20,15,5,4.8,1.2,8.5,3.8,0.4,3.14,2.09,0.135,0.1,0.1,0.1,0,0,1
Spencer Dinwiddie,2019,BKN,64,30,34,31.2,20.6,70.8,23.2,6.8,5.75,5.15,0.291,0.4,0.2,0.6,0.704,0.364,0.694
Solomon Hill,2019,MIA,54,28,26,18.4,5.4,27.9,16.5,0.8,1.75,0.83,0.192,0.6,0.3,0.7,0.4,0.143,0.611
Skal Labissiere,2019,ATL,33,14,19,17.2,5.8,22.4,13.5,0.6,1.63,0.37,0.257,2.2,0.9,4.2,0.554,0.2,0.755
Shaquille Harrison,2019,CHI,43,14,29,11.3,4.9,18.2,10.4,0.9,2.89,2.14,0.267,0.4,0,0.7,0.889,2,1
Shamorie Ponds,2019,TOR,4,4,0,2.6,2.3,6,2.5,0.6,5.7,4.92,0.375,0,0,0.3,0,0,0
Shake Milton,2019,PHI,32,19,13,19.1,9.5,33,16.4,2.3,4.21,3.76,0.287,0.2,0,0.6,0.667,0,0.85
Shai Gilgeous-Alexander,2019,OKC,63,39,24,35.1,19.3,60.3,31.6,3.9,3.89,3.51,0.32,0.5,0,0.8,0.818,1,0.84
Shabazz Napier,2019,WAS,51,16,35,24.2,10.3,58.8,22.8,4.4,4.51,4.03,0.176,0.3,0,0.8,0.385,0.5,0.575
Seth Curry,2019,DAL,57,34,23,24.2,12.1,31.3,22,1.7,3.19,2.54,0.387,0.3,0,0.3,0.933,0,0.867
Serge Ibaka,2019,TOR,49,35,14,27.4,16,45.8,29.2,1.1,1.5,0.37,0.35,4.4,1.6,6.3,0.662,0.638,0.9
Semi Ojeleye,2019,BOS,61,41,20,14.6,3.1,17.9,7,0.5,1.58,0.57,0.175,0.3,0.1,0.7,0.5,0,0.622
Sekou Doumbouya,2019,DET,38,10,28,19.8,6.4,26.9,14.2,0.9,1.91,0.85,0.238,0.8,0.3,1.5,0.828,1.091,0.966
Ryan Broekhoff,2019,DAL,16,9,7,11.2,4.4,14.9,8.1,0.3,1.4,0.49,0.298,0.2,0,0.4,0,0,0
Ryan Arcidiacono,2019,CHI,58,21,37,16,4.5,25,13.9,1.3,3.01,2.59,0.18,0.2,0,0.6,1,0,0.781
Ryan Anderson,2019,HOU,2,1,1,7,2.5,5,1.5,0.1,1.58,0,0.5,0,0,0,0,0,0
Russell Westbrook,2019,HOU,53,34,19,35.9,27.5,76.9,31.7,5.7,4.47,4.23,0.357,0.7,1.1,2.2,0.541,0.404,0.644
Rui Hachimura,2019,WAS,41,15,26,29.7,13.4,49,27.7,1.7,2.05,1.13,0.273,2.1,1.3,4.6,0.614,0.444,0.925
Rudy Gobert,2019,UTA,62,40,22,34.6,15.1,63,33.5,1.6,1.48,0.35,0.239,4.5,0.8,11,0.596,0.447,1.029
Rudy Gay,2019,SAS,59,24,35,21.3,10,36.2,18.7,1.4,2.37,1.25,0.277,0.7,1.5,1.4,0.548,0.5,1.038
Royce O'Neale,2019,UTA,64,41,23,29.1,6.3,46.1,25.5,1.3,1.63,0.77,0.136,0.4,0,0.5,0.75,0,0.571
Rondae Hollis-Jefferson,2019,TOR,51,35,16,19.5,7.4,34.2,17.6,1.1,1.98,1.04,0.215,1.8,1.8,4.9,0.589,0.394,0.681
Romeo Langford,2019,BOS,27,19,8,11,2.6,8.8,6.1,0.3,2.04,1.15,0.291,0.2,0,0.7,0,0,0.667
Rodney McGruder,2019,LAC,50,33,17,15,3.2,14,7.5,0.5,2.05,1.35,0.227,0.2,0,0.7,0.545,0,0.559
Rodney Hood,2019,POR,21,8,13,29.5,11,34.3,20.3,1.6,2.73,1.73,0.319,0.1,1.1,0.7,0,0.792,0.714
Rodions Kurucs,2019,BKN,39,13,26,12.8,4.2,18.2,9.4,0.5,1.73,0.86,0.228,0.3,0.1,1.1,0.6,0,0.905
Robin Lopez,2019,MIL,60,49,11,14.4,5.5,15.4,10.9,0.4,1.68,0.58,0.358,1.2,1.5,2.1,0.608,0.707,0.835
Robert Williams III,2019,BOS,23,15,8,14,4.3,18.3,12.3,0.4,1.22,0.33,0.233,1.3,0.1,3.8,0.414,0,0.966
Robert Covington,2019,HOU,62,23,39,30.1,12.8,50.7,23.4,1.3,1.59,0.53,0.253,0.7,0,1.6,0.683,0,0.97
Ricky Rubio,2019,PHX,56,24,32,31.5,12.8,79.6,24.9,7,5.26,4.84,0.161,0.5,0.1,0.5,0.462,0.667,0.286
Richaun Holmes,2019,SAC,38,15,23,29.1,13,36.3,21.2,0.9,1.41,0.32,0.358,4.3,1.1,8.4,0.782,0.512,1.116
Reggie Jackson,2019,LAC,23,11,12,24.2,12.8,55.9,20.4,4.8,5.11,4.68,0.229,0.4,0.1,0.6,0,0,0.857
Reggie Bullock,2019,NYK,29,9,20,23.6,8.1,33,24.3,1,1.86,0.8,0.244,0.5,0,1,0.857,2,0.893
Rayjon Tucker,2019,UTA,14,10,4,5.6,1.4,4.7,3,0.2,2.56,1.26,0.288,0,0.1,0.1,0,0,1
Raul Neto,2019,PHI,49,27,22,11.5,4.3,26.5,9.9,2.2,5.02,5.01,0.163,0.1,0,0.2,0.8,0,0.444
Rajon Rondo,2019,LAL,48,37,11,20.5,7.1,50.4,19.4,4.1,4.82,4.25,0.141,0.3,0.1,0.7,0.143,0,0.265
RJ Barrett,2019,NYK,56,17,39,30.4,14.3,44.2,30.6,2.5,3.39,2.74,0.324,0.7,0.8,1.7,0.872,0.844,0.915
Quinndary Weatherspoon,2019,SAS,3,0,3,5,0,5.7,1.7,0.3,3.48,2.53,0,0,0,0,0,0,0
Quinn Cook,2019,LAL,38,30,8,10.8,4.8,16.9,8,1.2,4.27,4.42,0.284,0.1,0,0.2,2,0,0.857
Paul Watson,2019,TOR,5,3,2,5.2,0.2,5.2,4,0.2,2.1,1.35,0.038,0.2,0,0,0,0,0
Paul Millsap,2019,DEN,44,27,17,24.4,12,33.5,21.6,1.2,2.21,1.15,0.359,0.9,2.2,4.4,0.737,0.695,0.767
Paul George,2019,LAC,42,30,12,29.1,21,51.6,28.9,3,3.52,2.86,0.406,0.9,1.5,0.7,0.568,0.286,0.607
Patty Mills,2019,SAS,62,26,36,22.5,11.4,28.7,17.7,1.5,3.21,2.97,0.399,0.3,0,0.4,0.4,0,0.696
Patrick Patterson,2019,LAC,51,34,17,11.9,4.6,14.5,8.3,0.3,1.36,0.4,0.317,0.3,0.2,0.6,0.353,0.6,0.758
Patrick McCaw,2019,TOR,36,26,10,24.8,4.6,33.2,17.5,1.5,2.79,1.94,0.14,0.2,0,0.7,0.875,0,0.538
Patrick Beverley,2019,LAC,48,37,11,27.1,7.9,53.5,21.5,3.4,3.83,3.16,0.148,0.2,0,0.9,0,0,0.286
Pat Connaughton,2019,MIL,60,50,10,18.5,5.1,27.7,14.8,1.1,2.31,1.49,0.185,0.6,0,1.7,0.639,1,0.784
Pascal Siakam,2019,TOR,52,39,13,35.5,23.7,68.7,34.3,4.1,3.56,2.68,0.344,1.5,4,3.1,0.838,0.5,0.907
PJ Dozier,2019,DEN,21,15,6,11.1,4.1,19.8,9.4,1.3,4.08,3.36,0.207,0.2,0,0.6,0.8,0,1.083
P.J. Washington,2019,CHA,57,22,35,30.5,12.4,49,29.2,1.3,1.56,0.62,0.253,1.8,3.7,3.8,0.689,0.495,0.843
P.J. Tucker,2019,HOU,64,40,24,34.4,7.1,39.9,18.5,0.9,1.31,0.45,0.179,1.2,0,1.9,0.213,0,0.633
Otto Porter Jr.,2019,CHI,14,5,9,23.6,11.9,31.6,20.8,1.4,2.7,1.93,0.377,0.4,0.2,1.6,0,0,0.455
Oshae Brissett,2019,TOR,19,15,4,7.1,1.9,9.6,5.5,0.3,1.72,0.62,0.202,0.2,0,1,0.5,0,1
Omari Spellman,2019,MIN,49,11,38,18.1,7.6,27.9,19.5,0.8,1.72,0.55,0.271,1.7,2.5,2.6,0.373,0.377,0.711
OG Anunoby,2019,TOR,62,44,18,30,10.7,34.6,21.5,1.1,1.93,1.03,0.309,1.2,0.7,2.6,0.514,0.326,0.799
Norvel Pelle,2019,PHI,20,11,9,8.9,2.1,12.2,5.9,0.3,1.43,0.31,0.172,1.4,0.3,2.4,0.074,0.8,0.894
Norman Powell,2019,TOR,43,32,11,28.5,16,36.7,24.8,1.5,2.45,1.83,0.437,0.6,0,1,0.667,0,1.114
Noah Vonleh,2019,DEN,33,13,20,11,3.8,22.2,11,0.7,1.79,0.98,0.173,1.2,1,2.3,0.341,0.424,0.667
Nikola Vucevic,2019,ORL,54,25,29,32.6,19.5,68.5,44.8,1.9,1.63,0.58,0.284,6.5,8.3,9.5,0.427,0.443,0.786
Nikola Jokic,2019,DEN,65,43,22,32.3,20.2,97.6,57.8,3.9,2.38,1.1,0.207,8.2,8.1,6.1,0.517,0.473,0.934
Nigel Williams-Goss,2019,UTA,9,5,4,3.1,0.4,4.1,2.1,0.3,4.16,3.97,0.108,0,0,0.1,0,0,0
Nicolo Melli,2019,NOP,51,24,27,16.9,6.9,31.3,19.9,0.9,1.66,0.61,0.221,0.9,0.7,1.3,0.659,0.457,0.559
Nicolas Claxton,2019,BKN,15,5,10,12.5,4.4,17.4,10.5,0.5,1.74,0.63,0.253,1.4,0.1,2.7,0.762,2,0.925
Nicolas Batum,2019,CHA,21,6,15,22.4,3.5,32,22,1.1,2.06,1.07,0.11,0.1,0.1,1,0,0,0.5
Nickeil Alexander-Walker,2019,NOP,41,18,23,12.2,5.1,29.1,11.5,1.9,3.82,3.16,0.177,0.1,0,0.3,0,0,0.5
Nerlens Noel,2019,OKC,55,35,20,18.4,7.7,35.2,16.3,0.9,1.53,0.37,0.219,2.7,0.1,5.4,0.405,0,1.044
Nemanja Bjelica,2019,SAC,63,28,35,28.4,11.8,53.3,31.2,1.7,1.89,0.76,0.222,1,2.7,2.9,0.317,0.347,0.859
Naz Reid,2019,MIN,30,8,22,16.5,9,34.6,21.4,1,1.67,0.65,0.259,2.1,1.2,3.3,0.79,0.444,0.828
Naz Mitrou-Long,2019,IND,3,2,1,14.2,4.7,31.7,10,2.7,5.15,5.08,0.147,0,0,0,0,0,0
Nassir Little,2019,POR,48,22,26,11.9,3.6,14.8,6.8,0.4,1.72,0.7,0.243,0.3,0.1,1.2,0.714,0.5,1.071
Myles Turner,2019,IND,55,32,23,29.6,11.8,39.7,22.9,1,1.46,0.51,0.298,1.9,2.2,3.1,0.608,0.837,0.913
Mychal Mulder,2019,GSW,7,3,4,29.1,11,29.7,20.6,0.9,1.73,1.04,0.37,0.4,0.3,0.6,0.333,0,0.75
Moses Brown,2019,POR,9,4,5,3.6,1.2,5.3,2.7,0.2,1.81,0.64,0.229,0.4,0.2,1.2,0.5,1,0.636
Moritz Wagner,2019,WAS,37,14,23,19.1,9.5,41.9,22,1.1,1.53,0.5,0.227,1.9,0.5,3.9,0.6,1,1.091
Montrezl Harrell,2019,LAC,63,44,19,27.8,18.6,49.8,30.5,1.9,2.28,1.24,0.374,3.3,4.3,7.2,0.7,0.819,1.077
Monte Morris,2019,DEN,65,43,22,21.6,8.4,43.6,17.8,3.6,4.9,4.6,0.194,0.4,0,0.6,0.538,0,0.707
Mo Bamba,2019,ORL,60,28,32,14.5,5.5,20.2,11.4,0.5,1.52,0.39,0.274,1.1,0.3,3.7,0.365,0.105,0.839
Miye Oni,2019,UTA,5,4,1,2.1,0,2.2,1.6,0.1,2.24,1.82,0,0,0,0,0,0,0
Mitchell Robinson,2019,NYK,61,20,41,23.2,9.7,28.9,15.6,0.6,1.31,0.22,0.335,1.3,0.2,7.6,0.275,0.077,1.178
Miles Bridges,2019,CHA,64,23,41,30.9,13.1,41.1,29,1.4,2.05,1.12,0.319,0.6,1.7,2.3,0.675,0.595,0.952
Mike Scott,2019,PHI,63,37,26,17.8,5.7,25.6,13.2,0.6,1.45,0.4,0.222,0.7,0.4,1.3,0.217,0.556,0.679
Mike Muscala,2019,OKC,41,23,18,12,4.6,24.2,12.7,0.5,1.18,0.22,0.191,0.6,0.2,0.9,0.36,0.286,1.026
Mike Conley,2019,UTA,41,24,17,28.6,13.8,63.7,27,4.9,4.63,4.2,0.217,0.4,0,0.5,0.6,0,0.381
Mikal Bridges,2019,PHX,64,26,38,27.2,8.8,37,21,1,1.67,0.72,0.237,1.4,0.2,1.9,0.444,0.364,0.976
Michael Porter Jr.,2019,DEN,48,33,15,14,7.5,19.3,10.9,0.7,2.14,1.13,0.387,0.4,0.3,2.1,0.55,0.875,1.03
Michael Kidd-Gilchrist,2019,DAL,20,9,11,11.5,2.6,14.8,8.7,0.5,1.87,1.12,0.176,0.4,0.2,0.9,0.25,0,0.778
Michael Frazier,2019,HOU,8,5,3,8.2,1.8,7.4,4.1,0.3,2.29,1.52,0.237,0.1,0,0.3,0,0,0
Michael Carter-Williams,2019,ORL,42,19,23,18.4,7.2,30,14.9,2.2,4.32,3.75,0.24,0.4,0.1,1.4,0.778,0,0.5
Mfiondu Kabengele,2019,LAC,12,9,3,5.4,3.5,8.8,5.3,0.2,1.69,0.71,0.4,0.3,0.3,0.8,1,0,1.333
Meyers Leonard,2019,MIA,49,34,15,20.1,6.1,29.5,16.3,0.9,1.75,0.34,0.207,1.3,0.6,1.8,0.306,0.448,0.921
Melvin Frazier Jr.,2019,ORL,15,4,11,3.4,1.2,2.5,1.7,0.1,2.79,2.05,0.474,0,0,0.1,0,0,0
Maxi Kleber,2019,DAL,64,37,27,25.6,9.3,36.6,21.2,0.7,1.2,0.3,0.254,0.8,0.1,2.9,0.833,0.5,0.893
Max Strus,2019,CHI,2,0,2,3.1,2.5,4,3.5,0.1,0.98,0.25,0.625,0.5,0,0.5,2,0,2
Maurice Harkless,2019,NYK,62,39,23,23,5.8,24.2,12.2,0.8,1.89,0.96,0.238,0.4,0.3,2,0.385,0.333,0.869
Matthew Dellavedova,2019,CLE,57,17,40,14.4,3.1,29.2,10.9,2.3,4.69,4.56,0.106,0.2,0.2,0.4,0.222,0.444,0.783
Matt Thomas,2019,TOR,32,23,9,9.9,4.7,12.1,9.3,0.4,1.95,1.27,0.386,0.2,0,0.3,0,0,0.5
Matt Mooney,2019,CLE,4,0,4,4.7,0.5,5.8,2.5,0.2,2.41,2.09,0.087,0,0,0.3,0,0,0
Matisse Thybulle,2019,PHI,57,36,21,19.5,4.7,18.6,12.5,0.4,1.42,0.89,0.252,0.2,0,0.8,0.333,0,0.488
Mason Plumlee,2019,DEN,53,35,18,17,7.2,32.2,20.3,1.1,2.02,0.74,0.223,2.5,2.5,5.1,0.4,0.439,0.971
Marvin Williams,2019,MIL,51,20,31,19.3,5.9,23.7,15.1,0.5,1.3,0.45,0.249,0.3,1.3,1,0.625,0.606,1.122
Marvin Bagley III,2019,SAC,13,2,11,25.7,14.2,40.9,23.2,1.3,1.84,0.73,0.348,3.5,3,6.9,0.609,0.41,0.933
Marquese Chriss,2019,GSW,59,15,44,20.3,9.3,42.1,25.6,1,1.48,0.5,0.221,2.4,1.9,5,0.439,0.398,0.987
Marques Bolden,2019,CLE,1,0,1,2.8,0,3,0,0.1,1.01,0,0,0,0,0,0,0,0
Marko Guduric,2019,MEM,42,18,24,11.3,4,16.5,11.4,0.7,2.57,1.65,0.246,0.2,0,0.5,0.667,0,0.95
Markieff Morris,2019,LAL,51,20,31,21.4,10,32.2,20.6,0.9,1.6,0.65,0.31,1,2,1.6,0.529,0.745,0.925
Markelle Fultz,2019,ORL,64,30,34,28.3,12.1,61.1,19,5.7,5.55,5.43,0.197,0.5,0.3,1.2,0.69,0.286,0.87
Mario Hezonja,2019,POR,46,19,27,16.6,4.9,26.7,9.3,1.4,3.04,1.94,0.183,0.2,0.1,0.7,0.444,1,0.625
Marial Shayok,2019,PHI,2,1,1,5.2,1.5,7.5,4,0.4,2.87,2.4,0.2,0,0,0.5,0,0,0
Marcus Smart,2019,BOS,53,34,19,32.5,13.5,59.4,29.8,3.5,3.53,2.81,0.227,0.7,1,1.5,0.385,0.431,0.402
Marcus Morris Sr.,2019,LAC,55,22,33,31.4,17.4,44.3,32,1.9,2.62,1.66,0.392,0.9,2.4,1.3,0.708,0.636,0.662
Marco Belinelli,2019,SAS,51,22,29,15.1,5.8,17.1,12.4,0.6,2.19,1.48,0.341,0.3,0,0.5,0.75,0,1
Marc Gasol,2019,TOR,35,27,8,27.8,7.8,54.5,35.3,1.3,1.41,0.34,0.143,4.1,2,2.4,0.188,0.38,0.595
Malik Newman,2019,CLE,1,0,1,3.7,2,9,3,0.8,5.11,4.56,0.222,0,0,0,0,0,0
Malik Monk,2019,CHA,54,18,36,21,9.9,31.9,21.6,1.5,2.75,2.15,0.309,0.2,0,1.1,0.182,0,1.017
Malik Beasley,2019,MIN,55,30,25,22,11.2,29,18.5,1.2,2.45,1.83,0.386,0.3,0,0.6,0.706,0,0.968
Malcolm Miller,2019,TOR,25,21,4,5,0.9,5.2,3.7,0.2,1.85,0.76,0.176,0.2,0,0.3,0,0,0
Malcolm Brogdon,2019,IND,48,30,18,30.7,16.3,77.4,27.3,6.8,5.3,5.45,0.211,0.5,0.3,1,1.2,0.286,0.723
Luke Kornet,2019,CHI,36,11,25,15.5,6,21.3,14.9,0.5,1.48,0.62,0.281,1.1,0.2,2.4,0.487,1,0.954
Luke Kennard,2019,DET,27,11,16,32.9,16.1,51.1,37.2,2.7,3.22,2.26,0.315,0.3,0,0.7,0.286,0,0.9
